generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1775034917-WtBy3xHfu1eiD4w7xcZT,2026-04-01 09:15:17.875,0,,,0,0.396255,78486,153,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,5099,3037,Bustly,gateway-Internal-key
gen-1775034909-1lLDsvpPaANjGJPJKPF0,2026-04-01 09:15:08.985,0,,,0,0.467625,92465,212,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,89034,46158,Bustly,gateway-Internal-key
gen-1775034859-K9tV7z7UPEBxT2jZKe89,2026-04-01 09:14:19.923,0,,,0,0.62444,83833,8211,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,116598,3372,Bustly,gateway-Internal-key
gen-1775034847-sJbOEWpcPd0le3doGTE7,2026-04-01 09:14:07.483,0,,,0,0.42483,83506,292,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,9451,5693,Bustly,gateway-Internal-key
gen-1775034805-zLBrezOgJoqsMgJ7wQ6A,2026-04-01 09:13:25.812,0,,,0,0.68193,134381,401,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,184329,73989,Bustly,gateway-Internal-key
gen-1775034798-zBRgIfGZELPbie2FSbaP,2026-04-01 09:13:18.859,0,,,0,0.832495,124064,8487,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,1539279,32894,Bustly,gateway-Internal-key
gen-1775034785-gLEFLQnGpdUECiakR4D4,2026-04-01 09:13:05.813,0,,,0,0.68596,133292,780,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,15078,7283,Bustly,gateway-Internal-key
gen-1775034783-9h0K5kVf4dzbJ8K7YdHl,2026-04-01 09:13:03.227,0,,,0,0.627595,123609,382,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,13628,7694,Bustly,gateway-Internal-key
gen-1775034768-JDjc0H431ONpsEH0azv8,2026-04-01 09:12:48.555,0,,,0,0.39813,77996,326,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,143943,65800,Bustly,gateway-Internal-key
gen-1775034765-8CIbg7f18wL8ji6vQeV0,2026-04-01 09:12:45.964,0,,,0,0.422655,83211,264,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,78747,19954,Bustly,gateway-Internal-key
gen-1775034763-Wta5wnC3jQRTu37ogDlU,2026-04-01 09:12:43.731,0,,,0,0.68246,131707,957,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,17400,4349,Bustly,gateway-Internal-key
gen-1775034758-1WDB1Zw7YInGXdwQeV89,2026-04-01 09:12:38.478,0,,,0,0.39165,77650,136,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,5301,2987,Bustly,gateway-Internal-key
gen-1775034753-c8HdVc2qAxQVbbRucNiP,2026-04-01 09:12:33.485,0,,,0,0.47605,91910,660,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,180280,62128,Bustly,gateway-Internal-key
gen-1775034750-PxVz92KTC8Aaq2utbBRM,2026-04-01 09:12:30.368,0,,,0,0.082415,15913,114,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,3441,2238,Bustly,gateway-Internal-key
gen-1775034747-hohE7ICI6VOsUpCDpywy,2026-04-01 09:12:27.746,0,,,0,0.42984,82193,755,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,13775,4192,Bustly,gateway-Internal-key
gen-1775034747-BL6vGM3FMqaqIqYhZ9kw,2026-04-01 09:12:27.265,0,,,0,0.660975,121265,2186,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,33651,4447,Bustly,gateway-Internal-key
gen-1775034746-vBV0zwVHXlx5Q5eyzG4O,2026-04-01 09:12:26.424,0,,,0,0.088815,15883,376,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,5608,2108,Bustly,gateway-Internal-key
gen-1775034738-ql2RekjsmFZA5SZ0j10O,2026-04-01 09:12:18.917,0,,,0,0.392605,77711,162,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,6307,3299,Bustly,gateway-Internal-key
gen-1775034730-QMqbhARk4ZuQgZtOmUqD,2026-04-01 09:12:10.409,0,,,0,0.08304,15958,130,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,3689,2146,Bustly,gateway-Internal-key
gen-1775034725-Row3pkikRg6MD9CqTIAu,2026-04-01 09:12:05.015,0,,,0,0.06725,13015,87,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,3789,2532,Bustly,gateway-Internal-key
gen-1775034722-zf5O0f7UazXW2SHIk0ky,2026-04-01 09:12:02.075,0,,,0,0.10464,17963,593,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,9285,2239,Bustly,gateway-Internal-key
gen-1775034720-fQVptIs94yZJWbo54GOJ,2026-04-01 09:12:00.450,0.067225,,,0,0,12960,97,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,7763,6247,Bustly,gateway-Internal-key
gen-1775034718-SVs0IxSX4jnEJtIiDQ8c,2026-04-01 09:11:58.427,0,,,0,0.10363,18091,527,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,8297,2531,Bustly,gateway-Internal-key
gen-1775034715-jnkoNMGRwH0xZgJLtBaC,2026-04-01 09:11:55.618,0,,,0,0.068815,12988,155,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,4829,4113,Bustly,gateway-Internal-key
gen-1775034712-ZxDyuKcCpvVEZpy0nn1Z,2026-04-01 09:11:52.836,0.066975,,,0,0,12935,92,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,11532,9919,Bustly,gateway-Internal-key
gen-1775034711-xDL3rhn6mLNqwqWf9pE4,2026-04-01 09:11:51.517,0,,,0,0.069555,13111,160,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,4333,2158,Bustly,gateway-Internal-key
gen-1775032013-j5o0ATGMarhfMA4OHubL,2026-04-01 08:26:53.792,0,,,0,0.479185,93332,501,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,end_turn,stop,12124,4618,Bustly,gateway-Internal-key
gen-1775032008-qIni97mqVOD93LOq0Kq1,2026-04-01 08:26:48.136,0,,,0,0.46843,93226,92,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,4013,3449,Bustly,gateway-Internal-key
gen-1775031893-4SJQG4wqNEH2wvc39KZG,2026-04-01 08:24:53.836,0,,,0,0.62481,85237,7945,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,111510,2826,Bustly,gateway-Internal-key
gen-1775031884-AOCaEg6emI4urBRYAC47,2026-04-01 08:24:44.958,0,,,0,0.75197,148029,473,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,end_turn,stop,12529,4948,Bustly,gateway-Internal-key
gen-1775031879-4iGgm4bA0RLT22PdNGPX,2026-04-01 08:24:39.120,0,,,0,0.741855,147926,89,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,4682,4173,Bustly,gateway-Internal-key
gen-1775031866-Xnjwh62Vj7JidzZh4aUN,2026-04-01 08:24:26.537,0,,,0,0.43913,85641,437,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,end_turn,stop,11350,3989,Bustly,gateway-Internal-key
gen-1775031785-GnliJzoGEq3hCieAXFRG,2026-04-01 08:23:05.759,0,,,0,0.790575,155470,529,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,end_turn,stop,12340,4470,Bustly,gateway-Internal-key
gen-1775031785-AS5cKvajgJwb7t5bvaMu,2026-04-01 08:23:05.483,0.429995,,,0,0,85534,93,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,7181,6674,Bustly,gateway-Internal-key
gen-1775031778-05PWJbwIvbeYM7NpaPOP,2026-04-01 08:22:57.145,0,,,0,0.77912,155364,92,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,5700,5297,Bustly,gateway-Internal-key
gen-1775031769-DGFrlZ2DpT8yb7Nsx0b3,2026-04-01 08:22:48.934,0,,,0,0.891205,140296,7589,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,108727,4340,Bustly,gateway-Internal-key
gen-1775031664-rhyXdOiUXLTnSQHqiki5,2026-04-01 08:21:04.179,0,,,0,0.73745,145055,487,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,end_turn,stop,14030,5974,Bustly,gateway-Internal-key
gen-1775031657-Jor94HMP1LA4D8lF6aTm,2026-04-01 08:20:57.964,0,,,0,0.727065,144948,93,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,4790,4245,Bustly,gateway-Internal-key
gen-1775031652-IrkIdgcTzTXLgBB5SeaJ,2026-04-01 08:20:52.613,0,,,0,0.946025,146850,8471,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,123325,6271,Bustly,gateway-Internal-key
gen-1775031634-C4T2WDAEgiGhS7nyjk8a,2026-04-01 08:20:34.244,0,,,0,0.74334,145678,598,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,11923,5262,Bustly,gateway-Internal-key
gen-1775031611-aJWW4SCWmkoCgr2lzi4z,2026-04-01 08:20:10.758,0,,,0,0.746225,143660,1117,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,17149,4059,Bustly,gateway-Internal-key
gen-1775031565-azT75TfAOfDOm7JJ8ORj,2026-04-01 08:19:25.539,0.65319,,,0,0,74203,11287,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,154922,6756,Bustly,gateway-Internal-key
gen-1775031557-Ko97jLAyGeoVDixDe14m,2026-04-01 08:19:17.462,0,,,0,0.36984,73298,134,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,5328,3205,Bustly,gateway-Internal-key
gen-1775031535-d2kNQ7lb1uePq3qLuTaU,2026-04-01 08:18:55.731,0,,,0,0.65539,126633,889,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,20156,4787,Bustly,gateway-Internal-key
gen-1775031525-oUyJ7VKB99tcZm4GF9eq,2026-04-01 08:18:45.145,0,,,0,0.92702,134779,10125,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,131661,4175,Bustly,gateway-Internal-key
gen-1775031501-rTzpI1l2L1D342W76lml,2026-04-01 08:18:21.848,0,,,0,0.441745,83954,879,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,384761,66186,Bustly,gateway-Internal-key
gen-1775031486-uVe2uWqk2e7lBMcEfe8S,2026-04-01 08:18:06.459,0,,,0,0.727915,131748,2767,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,37103,5788,Bustly,gateway-Internal-key
gen-1775031475-g66cxZMdFgmQeevsITBo,2026-04-01 08:17:55.316,0.70709,,,0,0,139758,332,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,13943,8357,Bustly,gateway-Internal-key
gen-1775031476-vth2kF8qmCZQLd9oXG9h,2026-04-01 08:17:55.298,0,,,0,0.39078,77321,167,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,6799,3932,Bustly,gateway-Internal-key
gen-1775031475-z4mrBUDs9ApMbwS3gfKU,2026-04-01 08:17:55.288,0,,,0,0.71215,139695,547,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,290898,81925,Bustly,gateway-Internal-key
gen-1775031475-9zDzagQmJUvE5URN7JiW,2026-04-01 08:17:55.276,0,,,0,0.440535,82267,1168,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,17970,3993,Bustly,gateway-Internal-key
gen-1775031457-SbT3c0x6xVnu8tPm8hzK,2026-04-01 08:17:37.248,0,,,0,0.423275,81445,642,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,70078,55658,Bustly,gateway-Internal-key
gen-1775031430-Kn1xNt6kGoj5qNsItS68,2026-04-01 08:17:10.694,0,,,0,0.111065,19833,476,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,10790,2873,Bustly,gateway-Internal-key
gen-1775031428-cO8ydOCqnEQFEEkZsSY3,2026-04-01 08:17:08.871,0,,,0,0.87375,139695,7011,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,115155,6175,Bustly,gateway-Internal-key
gen-1775031418-P7ZtH1giG6Kh0V0nj7nU,2026-04-01 08:16:58.462,0.39053,,,0,0,77321,157,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,17972,14953,Bustly,gateway-Internal-key
gen-1775031418-aIgc2rjuUYWVw6q2sCGy,2026-04-01 08:16:58.458,0,,,0,0.707065,139758,331,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,171617,79249,Bustly,gateway-Internal-key
gen-1775031414-ZeCRY0eaSaeERrZ22peo,2026-04-01 08:16:54.457,0,,,0,0.441885,82267,1222,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,162595,64799,Bustly,gateway-Internal-key
gen-1775031402-LKBkSRNYfn4zyWz7d1XL,2026-04-01 08:16:42.483,0,,,0,0.11218,19701,547,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,8083,2213,Bustly,gateway-Internal-key
gen-1775031395-nRASZnwReLUlTDriu8II,2026-04-01 08:16:35.384,0,,,0,0.088705,15656,417,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,6499,2543,Bustly,gateway-Internal-key
gen-1775031394-eQ84McCLPgLrkfv8kq78,2026-04-01 08:16:34.901,0.09279,,,0,0,17708,170,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,4704,2338,Bustly,gateway-Internal-key
gen-1775031389-pTyU6X54nuTxyFSoHy5S,2026-04-01 08:16:29.209,0,,,0,0.068265,12958,139,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,4702,2065,Bustly,gateway-Internal-key
gen-1775031387-yDwffTiWS0PYyD9hlXDV,2026-04-01 08:16:27.263,0,,,0,0.09181,17592,154,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,5185,3341,Bustly,gateway-Internal-key
gen-1775031386-1AGDUlorMtJnqWYpNBua,2026-04-01 08:16:26.087,0,,,0,0.10254,17793,543,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,7956,2468,Bustly,gateway-Internal-key
gen-1775031385-S25FTRKAuiJL1S9yWdIo,2026-04-01 08:16:25.528,0,,,0,0.069515,12933,194,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,5964,3037,Bustly,gateway-Internal-key
gen-1775031385-vGpBxfOhk1Z1M2lEvg6P,2026-04-01 08:16:25.520,0.08117,,,0,0,15564,134,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,4586,2609,Bustly,gateway-Internal-key
gen-1775031381-qp1BgTjsdnw4t4wAmTbs,2026-04-01 08:16:21.314,0,,,0,0.069355,12986,177,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,4432,2422,Bustly,gateway-Internal-key
gen-1775031379-eGPW6EXzp5hAqt7qSBXg,2026-04-01 08:16:19.437,0,,,0,0.067215,13013,86,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,4031,2826,Bustly,gateway-Internal-key
gen-1775031379-sCvqnG4JUVpfpAptPwZA,2026-04-01 08:16:18.968,0,,,0,0.07017,13109,185,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,4722,2393,Bustly,gateway-Internal-key
gen-1775030305-K3Cj1kfHPLWAHTCs6HsM,2026-04-01 07:58:25.060,0,,,0,0.436615,82298,1005,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,230153,67873,Bustly,gateway-Internal-key
gen-1775030293-uQZvngnTaVZDHAtKY1ZH,2026-04-01 07:58:13.366,0,,,0,0.417005,81961,288,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,6638,3287,Bustly,gateway-Internal-key
gen-1775030206-wiEHvswPyPkHd9zhKvVg,2026-04-01 07:56:46.125,0,,,0,0.722605,132696,2365,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,1032642,113588,Bustly,gateway-Internal-key
gen-1775030196-giSACukfZBkRqlW5Vlc8,2026-04-01 07:56:36.338,0.411425,,,0,0,81685,120,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,9209,7683,Bustly,gateway-Internal-key
gen-1775030183-yCnuXICKtQuGvNLktFpY,2026-04-01 07:56:23.179,0,,,0,0.49646,96577,543,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,end_turn,stop,12362,4126,Bustly,gateway-Internal-key
gen-1775030175-WD1lKO9Cf0XPvcOHNiaj,2026-04-01 07:56:15.467,0,,,0,0.484615,96473,90,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,5706,5025,Bustly,gateway-Internal-key
gen-1775030171-xqEMx6KTQu71e3QdZ446,2026-04-01 07:56:11.736,0,,,0,0.399045,79289,104,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,19881,13681,Bustly,gateway-Internal-key
gen-1775030166-qwmv6G5sYBfNormH7hgE,2026-04-01 07:56:06.026,0,,,0,0.511355,99786,497,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,end_turn,stop,13033,3832,Bustly,gateway-Internal-key
gen-1775030160-9WQTRXUEJPHIx1QgKnJl,2026-04-01 07:56:00.549,0,,,0,0.09107,17529,137,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,5774,2409,Bustly,gateway-Internal-key
gen-1775030133-zh4uPN4jA28Sg9pE20zt,2026-04-01 07:55:33.132,0.076685,,,0,0,14997,68,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,2994,2880,Bustly,gateway-Internal-key
gen-1775030104-mo5A4xes6123MnY27arh,2026-04-01 07:55:04.763,0.066955,,,0,0,12986,81,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,5454,3995,Bustly,gateway-Internal-key
gen-1775030090-OeMcK06FmDMtg4BDhReP,2026-04-01 07:54:50.701,0,,,0,0.77939,153188,538,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,end_turn,stop,12852,4151,Bustly,gateway-Internal-key
gen-1775030083-xK5LyLVgpXWHg84oH197,2026-04-01 07:54:43.408,0,,,0,0.76773,153081,93,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,5991,5546,Bustly,gateway-Internal-key
gen-1775030077-cX7WBLjhOZomd23gv9em,2026-04-01 07:54:37.238,0.50072,,,0,0,99679,93,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,5764,5322,Bustly,gateway-Internal-key
gen-1775030007-H03edoCkaSP4iM89YiEp,2026-04-01 07:53:27.967,0,,,0,0.39554,78268,168,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,194554,73784,Bustly,gateway-Internal-key
gen-1775029974-7zAA8CjVnzcxlFtpkxCj,2026-04-01 07:52:53.288,0.085645,,,0,0,16524,121,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,3472,2295,Bustly,gateway-Internal-key
gen-1775029972-HwlQTiUYdObaefF9gOXi,2026-04-01 07:52:52.069,0.679355,,,0,0,86571,9860,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,132086,4067,Bustly,gateway-Internal-key
gen-1775029966-cdawYMBTe7uNbTTgu3sq,2026-04-01 07:52:46.115,0,,,0,0.932545,144669,8368,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,116130,6565,Bustly,gateway-Internal-key
gen-1775029941-pcjkbY0R4TuPFoI5JqKO,2026-04-01 07:52:21.809,0.08061,,,0,0,15567,111,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,4550,3120,Bustly,gateway-Internal-key
gen-1775029935-FIRDFsPQdwwifXcn9lZ4,2026-04-01 07:52:15.046,0,,,0,0.06729,13013,89,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,5303,2786,Bustly,gateway-Internal-key
gen-1775029909-H75gElMKnZA4lPtnAG7B,2026-04-01 07:51:49.031,0,,,0,0.466935,84787,1720,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,61429,3429,Bustly,gateway-Internal-key
gen-1775029882-DcZH1ZLOQ8HiodCyBEn6,2026-04-01 07:51:22.242,0.663555,,,0,0,91366,8269,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,117779,4683,Bustly,gateway-Internal-key
gen-1775029879-FROsNI8ZQgaP7eMgfOrK,2026-04-01 07:51:19.141,0,,,0,0.44283,81336,1446,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,21227,3238,Bustly,gateway-Internal-key
gen-1775029854-FGbXtmRHEokE3xC3KD53,2026-04-01 07:50:54.043,0,,,0,0.109635,19622,461,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,7337,2380,Bustly,gateway-Internal-key
gen-1775029840-pg2cTk4y5tOAnpeWVWtH,2026-04-01 07:50:40.751,0,,,0,0.091515,17508,159,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,6660,2894,Bustly,gateway-Internal-key
gen-1775029836-AMTxN0JUq7gmOgl4F8ZW,2026-04-01 07:50:36.384,0.72975,,,0,0,143910,408,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,11802,6183,Bustly,gateway-Internal-key
gen-1775029818-oNyA2Tk1gK5Ycp2xQu8C,2026-04-01 07:50:18.292,0,,,0,0.451675,89400,187,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,124276,72591,Bustly,gateway-Internal-key
gen-1775029813-SrRqerp6zPK5ytEXdxAY,2026-04-01 07:50:13.646,0.068315,,,0,0,12933,146,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,5096,3011,Bustly,gateway-Internal-key
gen-1775029812-B4u9Geki4EyU5SstdSpa,2026-04-01 07:50:12.520,0,,,0,0.74184,141788,1316,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,19190,3943,Bustly,gateway-Internal-key
gen-1775029807-Wb6SGuswda5nYUkQFxfR,2026-04-01 07:50:07.578,0,,,0,0.451215,89143,220,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,7925,4024,Bustly,gateway-Internal-key
gen-1775029796-cxsEPkgPbOii8y9QWBQy,2026-04-01 07:49:56.804,0,,,0,0.717025,140700,541,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,10550,4479,Bustly,gateway-Internal-key
gen-1775029782-7gFtqAl25CrZJJkr7vaB,2026-04-01 07:49:42.930,0,,,0,0.701115,139183,208,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,7401,3790,Bustly,gateway-Internal-key
gen-1775029763-E7PplEmFEt8nVwZDJ63M,2026-04-01 07:49:23.248,0,,,0,0.467805,90771,558,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,117715,57660,Bustly,gateway-Internal-key
gen-1775029758-SQhtIuK4bXj556xi35uS,2026-04-01 07:49:18.791,0,,,0,0.093,16615,397,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,6146,2200,Bustly,gateway-Internal-key
gen-1775029750-R5j91bcDIzkUDK6HJCnw,2026-04-01 07:49:10.265,0,,,0,0.081085,15657,112,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,4651,2974,Bustly,gateway-Internal-key
gen-1775029743-g4vrKVuM7oUjYX7MRDbe,2026-04-01 07:49:03.494,0,,,0,0.424525,82010,579,0,0,anthropic/claude-4.6-opus-20260205,Amazon Bedrock,standard,false,true,,tool_use,tool_calls,11364,4253,Bustly,gateway-Internal-key
gen-1775029722-0HrYhRukh4mbmJGeyYOk,2026-04-01 07:48:41.914,0.06829,,,0,0,12958,140,0,0,anthropic/claude-4.6-opus-20260205,Azure,standard,false,true,,tool_use,tool_calls,5158,2805,Bustly,gateway-Internal-key
